Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
1.02493	1	0	0	1	0	-123.879
1.02593	1	0	0	1	0	-123.879
1.02693	1	0	0	1	0	-123.879
1.02793	1	0	0	1	0	-123.879
1.02893	1	0	0	1	0	-123.879
1.02993	1	0	0	1	0	-123.879
1.03093	1	0	0	1	0	-123.879
1.03193	1	0	0	1	0	-123.879
1.03293	1	0	0	1	0	-123.879
1.03393	1	0	0	1	0	-123.879
1.03493	1	0	0	1	0	-123.879
1.03593	1	0	0	1	0	-123.879
1.03693	1	0	0	1	0	-123.879
1.03793	1	0	0	1	0	-123.879
1.03886	1	0	0	1	0	-123.879
1.03886	1	0	1	1	1	-123.879
1.03893	1	0	0	1	0	-123.879
1.03993	1	0	0	1	0	-123.879
1.04093	1	0	0	1	0	-123.879
1.04193	1	0	0	1	0	-123.879
1.04293	1	0	0	1	0	-123.879
1.04393	1	0	0	1	0	-123.879
1.04493	1	0	0	1	0	-123.879
1.04593	1	0	0	1	0	-123.879
1.04693	1	0	0	1	0	-123.879
1.04793	1	0	0	1	0	-123.879
1.04893	1	0	0	1	0	-123.879
1.04993	1	0	0	1	0	-123.879
1.05093	1	0	0	1	0	-123.879
1.05193	1	0	0	1	0	-123.879
1.05293	1	0	0	1	0	-123.879
1.05393	1	0	0	1	0	-123.879
1.05493	1	0	0	1	0	-123.879
1.05593	1	0	0	1	0	-123.879
1.05693	1	0	0	1	0	-123.879
1.05793	1	0	0	1	0	-123.879
1.05893	1	0	0	1	0	-123.879
1.05993	1	0	0	1	0	-123.879
1.06093	1	0	0	1	0	-123.879
1.06193	1	0	0	1	0	-123.879
1.06293	1	0	0	1	0	-123.879
1.06393	1	0	0	1	0	-123.879
1.06493	1	0	0	1	0	-123.879
1.06593	1	0	0	1	0	-123.879
