Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
1.57293	2	1	0	0	10.0897
1.57393	2	1	0	0	10.0897
1.57493	2	1	0	0	10.0897
1.57593	2	1	0	0	7.07937
1.57593	2	1	0	1	10.0334
1.57693	2	1	0	0	7.07937
1.57693	2	1	0	1	10.0334
1.57793	2	1	0	0	10.0897
1.57893	2	1	0	0	7.07937
1.57893	2	1	0	1	10.0334
1.57993	2	1	0	0	10.0897
1.58093	2	1	0	0	10.0897
1.58193	2	1	0	0	10.0897
1.58293	2	1	0	0	7.07937
1.58293	2	1	0	1	10.0334
1.58393	2	1	0	0	10.0897
1.58493	2	1	0	0	7.07937
1.58493	2	1	0	1	10.0334
1.58593	2	1	0	0	10.0897
1.58693	2	1	0	0	10.0897
1.58793	2	1	0	0	10.0897
1.58893	2	1	0	0	10.0897
1.58993	2	1	0	0	10.0897
1.59093	2	1	0	0	10.0897
1.59193	2	1	0	0	10.0897
1.59293	2	1	0	0	10.0897
1.59393	2	1	0	0	10.0897
1.59493	2	1	0	0	10.0897
1.59593	2	1	0	0	7.07937
1.59593	2	1	0	1	10.0334
1.59693	2	1	0	0	7.07937
1.59693	2	1	0	1	10.0334
1.59793	2	1	0	0	10.0897
1.59886	2	1	0	0	7.07937
1.59886	2	1	0	1	10.0334
1.59993	2	1	0	0	10.0897
1.60093	2	1	0	0	10.0897
1.60193	2	1	0	0	10.0897
1.60293	2	1	0	0	7.07937
1.60293	2	1	0	1	10.0334
1.60393	2	1	0	0	10.3198
1.60493	2	1	0	0	7.07937
1.60493	2	1	0	1	10.0334
1.60593	2	1	0	0	10.0897
1.60693	2	1	0	0	10.0897
1.60793	2	1	0	0	10.0897
1.60893	2	1	0	0	10.3198
1.60993	2	1	0	0	10.0897
1.61093	2	1	0	0	10.0897
1.61193	2	1	0	0	10.0897
1.61293	2	1	0	0	10.0897
1.61393	2	1	0	0	10.3198
1.61493	2	1	0	0	10.0897
1.61593	2	1	0	0	7.07937
1.61593	2	1	0	1	10.0334
1.61693	2	1	0	0	7.07937
1.61693	2	1	0	1	10.0334
1.61793	2	1	0	0	10.0897
1.61893	2	1	0	0	7.07937
1.61893	2	1	0	1	10.0334
1.61993	2	1	0	0	8.42308
1.62093	2	1	0	0	8.42308
1.62193	2	1	0	0	8.42308
1.62293	2	1	0	0	5.41278
1.62293	2	1	0	1	7.11086
1.62393	2	1	0	0	8.42308
1.62493	2	1	0	0	5.41278
1.62493	2	1	0	1	7.11086
1.62593	2	1	0	0	8.42308
1.62693	2	1	0	0	8.42308
1.62793	2	1	0	0	8.42308
1.62893	2	1	0	0	8.42308
1.62993	2	1	0	0	8.42308
1.63093	2	1	0	0	8.42308
1.63193	2	1	0	0	8.42308
1.63293	2	1	0	0	8.42308
1.63393	2	1	0	0	8.42308
1.63493	2	1	0	0	8.42308
1.63593	2	1	0	0	5.41278
1.63593	2	1	0	1	7.11086
1.63693	2	1	0	0	5.41278
1.63693	2	1	0	1	7.11086
1.63793	2	1	0	0	8.42308
1.63893	2	1	0	0	5.41278
1.63893	2	1	0	1	7.11086
1.63993	2	1	0	0	8.42308
1.64093	2	1	0	0	8.42308
1.64193	2	1	0	0	8.42308
1.64293	2	1	0	0	5.41278
1.64293	2	1	0	1	7.11086
1.64393	2	1	0	0	8.42308
1.64493	2	1	0	0	5.41278
1.64493	2	1	0	1	7.11086
1.64593	2	1	0	0	8.42308
1.64693	2	1	0	0	8.42308
